RA,DE,plx,pmRA,pmDE,Gmag,BP-RP,distance
57.38809269499062,23.795195713242105,7.263685576556919,19.92369547226627,-43.75212075508752,10.746968,0.8867178,137.67115735673306
55.90390788823755,24.39378107217672,7.396111724020851,19.55133983597039,-44.492940934097646,13.636955,1.8262539,135.20617823446779
57.3008750959372,23.886587601561303,7.417763214315631,19.620728847184104,-45.17323902020466,8.101668,0.29633617,134.81152890807945
57.5091413924293,23.862222908526427,7.5888018064744225,19.78431628377371,-45.29047102789216,15.739478,2.7262564,131.7731079953683
57.40055541252771,23.939616754347057,7.28785562194042,19.411524359447647,-44.5730025382453,16.154657,2.8705664,137.21457337731206
57.46854339143763,24.06178832599802,7.266968856626455,19.946675501238914,-44.744078990753415,18.405195,3.5397453,137.60895632408557
57.48126199309243,24.10123486773792,7.305320987164373,18.959841346880506,-43.54104335376583,16.615265,2.9840288,136.88652446032478
57.07512164513408,23.891273678457935,7.295109846533388,19.104444028563226,-45.3486188239001,13.975899,1.9212399,137.0781278194456
57.124052826324814,23.96812762181643,7.245161749059522,19.513016268459427,-44.30200784877972,17.046577,3.0933533,138.02314353158613
57.02772402473882,24.001720385327307,7.189384900282409,19.080368487026863,-44.48204907370185,16.501642,2.957158,139.0939578100372
57.14081534926531,24.032849766880865,7.065936301955448,19.299176702015146,-44.18203911333444,16.814566,2.9588032,141.52406096885662
57.1327139051166,24.0328031975566,7.1438013870737755,18.53827523276147,-44.38353799103615,16.80336,3.041832,139.98149525957317
57.19179572682798,24.169978738090546,7.266633947167958,19.04569974764892,-45.24692745584717,16.580677,2.925684,137.61529853719028
56.04572406548333,24.812595170028413,7.343438733418157,19.086552281373905,-44.398418532675215,17.02367,2.9750729,136.17598461729511
56.26328937947244,23.116111613263005,7.188618772515743,19.617114088918502,-45.246723656071524,19.374132,3.203205,139.1087817625413
56.391676137260475,23.18501072439178,7.391450378010349,19.867425915830438,-45.280806446540474,17.110922,3.2421627,135.2914446906133
57.739304037058716,24.10836898081129,7.2832093920825285,19.00204493245024,-44.096572621397236,15.43928,2.5498629,137.30210765148198
57.72961087519808,24.19724656530266,7.156892922325294,18.856737930398275,-43.38606614358302,11.425587,1.0269985,139.72543823879053
57.6768887678008,24.21524450768627,7.334389583114657,19.76106528764419,-44.78950070037432,17.168797,3.0609894,136.34399818387274
55.108750574368074,24.536815987967344,7.032958583674125,19.971630261050457,-43.825132036868666,16.925804,2.9326458,142.1876708219693
56.89500778235771,22.801125159997,7.307114829720655,20.063807137477315,-44.55267649851964,16.003756,2.8412933,136.85291983268712
57.92638266259304,24.361311807427377,7.336717461362355,19.79467123420374,-44.488169793929515,16.63125,2.9188995,136.3007373892125
57.7981264388074,24.386800486787003,7.696650265078455,18.590895680031007,-43.344201802963866,14.980229,2.5868444,129.9266519276885
57.49815604974855,24.19589894135323,7.205215857775971,19.92888791242963,-43.61824072889623,17.795551,3.351303,138.78834718335133
57.56367778980366,24.22654240156528,7.416513000247243,19.30252252790308,-44.28117503899102,16.20243,2.8745089,134.8342543142125
57.02435006099223,23.0339500921625,7.309302082629353,19.293114387985597,-44.997770784618794,15.133998,2.5159779,136.8119676400449
56.696182198354265,22.91437971648443,7.188082380653626,18.758200870264197,-45.00169638409588,10.343078,0.8285723,139.1191623918295
56.91586191032635,23.00110222643323,7.46137150586521,18.68608706268651,-45.00641029139872,17.231815,3.0772476,134.02361740250078
57.48590927641627,24.348794070150266,7.315576014582632,19.505374073802887,-44.599599471397354,7.546007,0.08989811,136.6946359393481
55.58985581891144,24.664471459088475,7.367549758589729,20.382744156700035,-45.1690359507745,13.830462,1.9059258,135.73033542584673
57.58720760547455,24.466545088074653,7.247913855179051,20.345935596036103,-45.482774434852004,10.915199,0.9196377,137.9707347494814
57.644175638875446,24.507572021342792,7.217253321624427,19.843612051501747,-45.04069139111231,12.286877,1.2707729,138.55686580984863
58.348871614505505,24.064836614014734,7.264549191017467,19.43292773085072,-45.30034146560551,11.173697,0.99782753,137.65479091758215
57.25981898022836,23.25223911265763,7.266831729278644,19.730996700492646,-44.42819858102819,11.473286,1.0477657,137.6115530473783
57.41426344137853,23.28990844525079,7.1996289578195904,18.62159053782709,-44.54526737973093,10.937686,0.94241905,138.89604670722508
57.38409775234471,23.271498869578785,7.354278323471858,20.4549652303075,-44.87002052000801,17.513542,3.1948757,135.97527262578677
57.42060476339698,23.341369648361887,7.3159120319680895,18.7330771968439,-45.13349681432525,8.094326,0.27309132,136.68835760057453
57.38645295572227,23.380204240051093,7.231276897025075,20.34647137610763,-44.301346464210745,9.034874,0.587265,138.2881632442255
57.18299036630866,23.2596150203104,7.318904571155356,19.293731697883047,-44.88499205938077,8.33693,0.38464737,136.63246873597927
55.61508149875522,25.046828247599056,7.132319559813701,19.37116282424195,-43.26684972856321,12.376555,1.3086843,140.2068417733824
57.11688600086402,23.300556775545953,7.461381901990386,20.398676841565134,-45.457547140444355,12.242328,1.3191109,134.02343066412962
55.50015912504816,25.029602171661214,7.25899117883176,19.93211124667289,-45.037566573852786,15.981778,2.8222551,137.76018944838242
57.14388698332008,23.434590988620933,7.380077777631508,19.371696632671146,-45.077613013343736,10.21041,0.7898922,135.49992698328046
55.3905828925233,25.113310467653303,7.290173911930219,19.96269992321523,-44.170530044774594,15.965155,2.837679,137.17093886656403
57.38580185574098,23.41124239957272,7.488137995795465,20.361216760707396,-45.12416162836422,16.382866,3.1140919,133.54454746446885
56.580941040597686,23.01531666211118,7.344796578090292,18.786201329652048,-44.40578012351477,17.653503,3.710434,136.1508095381463
56.78069149429426,23.226156744121546,7.309612988988913,19.295192861656584,-45.43850995081102,13.143335,1.596879,136.8061484932765
58.71911266637741,24.57605411468916,7.208138391902515,18.67246102022614,-43.91358350807733,12.603814,1.6745262,138.7320755555111
56.534933945361814,23.3473212122962,7.388568334356815,19.54291585018702,-45.246857647763434,13.21777,1.6409626,135.34421754617924
56.64730542253092,23.41153106180494,7.223361814603207,20.296996397713922,-44.83110777745387,14.081177,2.0335312,138.43969410175973
56.558644727565465,23.36555532316514,7.023992682119677,19.78942021617143,-44.69911093411448,19.616781,3.6468697,142.36916882695604
56.75601002050891,23.494741451278703,7.386528543828836,19.0718927796905,-45.023437835823266,11.273634,1.0054016,135.3815928641421
56.51728508779695,23.40531966531974,7.349143996550216,19.01388855774152,-45.462388901362175,12.397641,1.3820219,136.0702689278388
58.66312909035236,24.59833239982543,7.510723470118595,19.71072528492776,-45.13944888373919,18.06076,3.5286007,133.1429660509402
56.593679900426444,23.485427897777026,7.150415256448715,19.859186488699244,-44.830015852542616,17.219704,3.3249388,139.85201755913883
56.575062291586306,23.486457610450035,7.179336279416077,19.818583154771783,-43.24129115752879,10.363573,1.1260824,139.28864188561644
54.73703549837036,24.56961635010271,7.1600478835138714,20.161375137724104,-43.46365281158042,10.378874,0.8200331,139.66387044736342
57.085813664095504,23.51687667697139,7.206584546538967,19.379611669304243,-44.93597341377126,17.757591,3.3266983,138.76198822648377
57.04583326091851,23.506811183809983,7.318953310037485,19.7071210125859,-44.53956232297974,13.712051,1.8174419,136.63155886355537
56.86723342159842,23.44802253199141,7.190891560508792,20.033422449529546,-44.36039825874826,15.722567,2.7443657,139.06481436764219
56.87476663930159,23.554023397560623,7.072160110962179,18.650779454047864,-45.24529951599756,18.28803,3.437399,141.39951362949958
57.01950344317138,23.658221984566293,7.061613568569041,19.143649354954604,-44.93870161163164,19.504585,3.4325867,141.6106942542084
57.04676066618868,23.66195219778092,7.2799358540794135,19.68836366974725,-45.0455575658892,15.7003355,2.3947048,137.36384771022895
56.86159637689897,23.633878170833444,7.203188984556041,19.562190919181592,-43.405458911462645,16.335794,3.1281033,138.8274002173266
58.07318033775237,24.455326780874916,7.408523325027352,19.24845000057392,-45.38210001648304,16.535604,3.0047407,134.97966546475143
56.68002306054683,23.62260295725321,7.331377767684079,19.032958763484334,-44.73395614195889,17.381496,3.1402092,136.40000988734914
56.71926880123131,23.645138846504032,7.263568493862063,19.341465818406746,-45.10348228374381,16.497435,3.2339296,137.67337650151308
56.77834370556732,23.71495241087836,7.3503939491290735,19.425567035566697,-44.40913844613404,11.99486,1.215661,136.04712984376667
56.77419713239273,23.759491175687398,7.356181567875133,18.99170651645838,-44.52505445070616,18.451954,3.3400764,135.94009212157803
56.93613786706123,23.700704540102134,7.252925571892042,20.328177414703305,-45.216292132663604,16.648165,3.0387678,137.87539801530517
56.92168447899226,23.740085880970906,7.415330238219003,19.389676621809908,-44.41979686439394,13.317822,1.6477528,134.8557606842575
58.12888489916184,24.544178292973037,7.188074287174772,18.927016013512805,-44.09308609092023,15.435466,2.8775768,139.11931903433955
57.07240387537332,23.806397361704857,7.160999926269235,19.836314489992358,-43.429277219843186,16.735138,2.995575,139.64530237343317
58.08614920432304,24.565304174952797,7.180182816201832,18.501039956746688,-44.61576308443143,14.509749,2.2128515,139.27221988603617
57.02449569519243,23.883443039373205,7.392645465941637,20.181137542829056,-43.46642919787849,17.37894,3.1116486,135.26957360623612
57.86348961016656,24.518448754707425,7.251437641917489,19.74663141605784,-45.451294562195194,8.769578,0.534214,137.9036888105365
55.62266700134463,22.790383366074938,7.2107244103887105,20.443968442355224,-43.615631895788304,14.220257,2.1069384,138.68232137110516
57.91303365598468,24.591264585269954,7.351766950892662,19.755724092916576,-44.265570209454935,16.571566,2.9861336,136.02172194516837
55.73566057860892,22.854833974276563,7.423268314851199,19.86916964413539,-43.85270261842145,18.108326,3.4207592,134.71155259191858
55.71537887938673,23.145328961490378,7.3190037313926535,19.91290055599684,-43.60728849473782,16.831034,3.3351288,136.63061759496068
55.52400476587027,23.120567864105695,7.614020337249468,19.547040334155472,-44.38434322177034,19.14169,3.4667149,131.33665996500946
55.43225882288366,23.133142733965936,7.239971457247265,19.898278019009368,-44.533459586345,18.75124,3.6409397,138.12209148960008
55.564114916711006,23.191815889549062,7.248243663666067,19.927100246483942,-45.17265679717415,17.104906,3.2087088,137.96445682597445
55.93744520454143,23.055694268704652,7.183729162793427,20.21799379712614,-44.39095671123844,15.538341,2.6872349,139.20346624136164
56.03890906143864,23.146191500145903,7.24755258395974,19.61969983571182,-44.38208098727167,16.57428,3.0747375,137.97761222363488
56.09235889438332,23.18174556471273,7.164801526717114,19.2861726644442,-43.28286236857809,18.181866,3.6247978,139.5712074188043
55.651179029374646,23.36783880666926,7.456015960593475,19.555682528777616,-43.92896916132491,16.140701,2.8447046,134.1198845717604
55.90259101572706,23.453753860057788,7.234753689152002,20.104480832584933,-44.02245494436507,13.831366,1.8890305,138.22170635877055
56.00257297938471,23.543743984874723,7.297531268657663,19.55870683741184,-44.75242968274938,10.823086,0.98379326,137.03264339474956
55.90730074032356,23.535787848747553,7.524981265385147,19.527245020995085,-45.2924067830061,10.5763235,0.8666191,132.89069629980236
55.30763642249146,23.384742153238573,7.224446903964589,19.485467093679205,-44.451635700060436,13.492777,1.7266588,138.41890089208434
55.04043570167992,23.17554600042617,7.430003206051548,19.684433890715137,-44.69982920331617,16.459938,2.8729153,134.58944394337885
56.89387479189458,24.039553949276844,7.493789781759396,19.01304665662284,-44.97089053166092,16.773333,2.906951,133.4438287065506
56.94067213271087,24.093478715572004,7.361301794834977,20.163471457940336,-43.67557168646647,16.304049,2.8830748,135.84553763325468
56.87471148663865,24.096925873956415,7.3060498316672735,19.549174656906196,-44.04487051734967,17.279522,1.6539793,136.87286879232735
56.837760020213594,24.116067483641807,7.199902345703015,20.344160878448307,-45.07643568357508,6.29883,0.009374142,138.89077267788383
56.83070036887997,24.138920132623063,7.269312246192696,19.017069653993058,-43.927570681464154,8.243902,0.35392094,137.56459567736277
56.87290125295112,24.2053413548071,7.38930585590348,19.19732918641361,-44.76750253968112,17.665154,3.0472088,135.33070893270414
55.3780129439643,25.19773344723855,7.049790089959684,20.271196541114662,-44.6678922943786,17.426853,3.2168255,141.84819508657438
55.49566132294139,25.328794161469386,7.333170130003324,20.10259565331561,-44.17704870600756,13.344251,2.046733,136.3666712038422
57.2390534091659,24.328640616351645,7.401792152784153,19.008718152075197,-45.445622804738115,14.699243,2.5804596,135.10241565265437
57.23194867596918,24.361013705805277,7.320987918447825,19.27202713332321,-44.91266894992003,18.549948,3.7239513,136.59358697753692
55.35292270473847,25.38482971529277,7.107390645724756,19.446567807724882,-43.1681210053775,17.099754,3.0725498,140.69861216950568
56.76502117317897,24.159487376870935,7.276889102352219,19.333333440782077,-44.72484181110621,13.826407,1.8952541,137.42136041028232
55.64182280026504,23.414270375936105,7.11584754651513,19.02766922949857,-45.31072379990417,18.148575,3.555544,140.5313974847218
56.799503754015504,24.23144167346539,7.1911527684325165,19.07404745779211,-43.299155859962404,17.551449,3.3815842,139.0597630451917
56.73055847874693,24.187798191519004,7.225399757694413,20.392590515354556,-44.02063830180597,17.19236,3.5798693,138.40064682027983
56.757758532077304,24.224328016207984,7.379354659402112,18.826867117987913,-43.79682879291498,18.567303,3.3200836,135.5132049014462
56.791988143840086,24.276453622807093,7.357064223916837,19.959460137901697,-44.498036812412536,9.376594,0.6450882,135.92378285201494
56.84331611744425,24.238406871747408,7.500762900049822,20.214841140132233,-44.31925434107877,17.617458,3.4563828,133.31977204523525
55.536924227074216,23.587895919357532,7.259168619515059,19.04030741626996,-44.249658033810164,14.803357,2.349576,137.75682208451082
56.72077961223352,24.252016182137236,7.476143292239719,19.23052312108462,-44.242619250346365,18.698895,3.3802395,133.7588059659057
56.782901747246996,24.39366460107138,7.034787986819494,19.49858518138614,-44.450118046415774,17.16143,3.0484152,142.15069478619938
56.918616532110974,24.364356080566463,7.396118503759566,19.316594733162717,-45.4554205499203,10.402332,0.8469839,135.20605429613977
56.91405558689937,24.45873245787969,7.179641625812423,19.09158069716053,-45.39827478952388,16.133425,2.9671144,139.28271801266175
56.96235820156938,24.505016189025188,7.355850981343791,18.640018588177448,-45.03502657120565,15.015844,2.4399347,135.94620153891654
57.296064164609405,24.347399016105328,7.333918726452952,20.412294770494363,-45.02321719830596,16.013287,2.8443222,136.35275182326023
57.340716620829006,24.380752387790455,7.189385624305486,18.566769795996994,-45.34756663616908,6.604883,-0.032555103,139.09394380227067
57.36500889975356,24.403636922425783,7.403613021258438,19.23342251807069,-44.35961797471904,16.6729,3.0494738,135.06918812863935
57.32010689706659,24.39593347467187,7.012849082916408,19.735690455662137,-44.081448971829964,7.525846,0.13290787,142.5953971312518
56.24181931752337,23.408471301585465,7.4255680209980675,18.802964800017666,-44.67446134102455,16.323061,2.951087,134.66983228383253
56.34254222359188,23.471510349419837,7.307413485207008,20.223885800497982,-44.65017753769459,12.190561,1.3070021,136.84732662581382
56.15126273681793,23.502902827384098,7.196435385252507,19.261618283223093,-44.18167451157026,15.381319,2.6189442,138.95768480729743
56.318456582513555,23.566974495922615,7.089320664949418,19.654261864324322,-44.79677199809907,17.820105,3.373333,141.05723908697462
56.27833987281683,23.614139359630546,7.2309171672488475,19.068891767681066,-44.98068962263365,16.988838,3.4484148,138.29504292060238
56.462718551320094,23.621278347196252,7.224087278284057,20.374159257125207,-44.819773567344086,16.997486,2.724594,138.42579158837776
55.90468213861298,23.642095008724848,7.380512084447238,19.871268352271496,-44.6156897748046,15.929374,3.057953,135.49195347938988
57.3386267284366,24.694528039922922,7.370698641712576,19.561189732691787,-44.659659199542276,17.683437,3.141058,135.67234920455937
57.33590317007083,24.776462360298346,7.349364198624109,19.201379543302817,-44.489666559611294,12.459594,1.3729849,136.0661919825952
56.3383718087484,23.727270954059602,7.277032576643956,19.69124947738876,-44.56064014037388,12.071662,1.5379562,137.41865100474556
56.4121662011986,23.815387024784926,7.437462707543171,18.931323025525273,-44.77292492460526,18.06143,3.3416843,134.45445568228357
56.30266024809251,23.895691099262624,7.440590196934589,19.701211898142223,-45.37883391111224,18.358519,3.2893085,134.3979406918533
56.66684126540061,23.78274102188195,7.423995688819728,18.573060512208645,-43.7319165447048,16.09085,2.8712997,134.6983540825548
56.618484292947535,24.433739343907018,7.373997130574647,20.11114396745309,-43.52995455982669,10.873117,0.9607105,135.61166112388642
56.61546284551448,23.812491723079685,7.3976813023598815,19.371365646455065,-43.87192840251005,17.136478,3.3704548,135.17749131487957
56.51159600199895,23.73718212047578,7.4257959863862055,19.495712257918264,-44.25712868823951,12.133683,1.7130537,134.66569803874376
56.53153932856103,23.745000459325425,7.252890164615501,18.566546132668233,-45.360746051471494,18.66479,2.9544659,137.8760710976537
56.75128246811272,24.473410211106106,7.51823295054606,19.241254857364886,-44.78725340723068,16.98477,3.1241493,133.0099780863226
56.44372984935659,23.795157132391413,7.008717060407029,19.197093542220788,-45.352887258981134,14.805443,2.599205,142.67946492648477
56.61261347529189,24.45374227557123,7.203917977597592,20.29794758999426,-44.70787539997106,15.896999,2.8038416,138.81335172190373
56.592784885931124,23.873915523301573,7.253132457306032,19.516327149760084,-43.35612502686474,19.485819,3.224657,137.87146531326704
56.59257354759629,23.87793117845342,7.1116603531842495,19.385201134094537,-43.29755614690463,16.309023,3.1592731,140.61413936230088
56.51218035590119,24.527697326214305,7.423127367767808,19.582296508324045,-44.877584847283686,6.4252644,-0.01687336,134.71411043573508
56.75155954236713,23.87989483651996,7.258803479406005,19.58388880290639,-45.499123808652925,17.452063,3.6358585,137.76375167575566
56.589064965453765,24.56438443480984,7.178588553994465,19.246538812863587,-44.22326675288659,17.185026,3.2691002,139.3031502611413
56.59455349459927,24.569949769064657,7.393670835522528,19.683164514250493,-44.9936072177932,10.296593,0.8218441,135.25081414167767
56.85182143112869,23.9144778917631,7.220987406121659,20.049108040161617,-44.13258985442616,7.286501,0.04229927,138.4852159072097
56.596037054500854,24.6048505016741,7.307118521203142,18.97836540820686,-43.60990886676683,16.643583,2.911234,136.852850695974
56.64972601817595,23.966825124571223,7.232270978962829,19.293091542047552,-44.06839315224453,13.736212,1.8533316,138.26915541588414
56.90992716923971,24.599773115942277,7.089912221780614,19.552870790207542,-43.379289492686475,17.592712,3.2622795,141.04546977717763
56.93522462565709,24.615331041000534,7.365399225658677,20.029976741282752,-43.499459079977576,17.191496,2.9639435,135.76996566816396
56.80496181318934,24.01239279682747,7.212780258086302,19.83439266826357,-44.44416377495759,18.298912,3.0289288,138.64279296168667
56.788355136999364,24.05197806630918,7.303127989157264,19.443262497972405,-43.83037106514393,15.380993,2.5782223,136.927629022067
56.74722551551796,24.02839263224941,7.1077553498191515,19.231314049232395,-43.90906851628049,16.13903,3.0877132,140.69139282142623
56.74283055817035,24.027995653471557,7.449628020763334,19.211601348098558,-43.36324766229127,17.144829,3.16395,134.23489028080814
56.70512196594524,24.599825599962905,7.386768646636278,19.352159230912562,-44.34839052032413,14.310514,2.1480045,135.37719236074508
56.46044167389074,23.873754046000364,7.212553394372475,19.875287535982068,-44.652175526037105,13.134053,1.6774006,138.64715383323752
56.51799855172368,23.927842380057047,7.012785824941394,18.57884758828444,-43.37462125979527,15.73245,2.7161846,142.59668339555444
56.577349984207224,23.983901774187085,7.590686889973629,19.0351746770752,-43.878986858575274,18.16214,2.987852,131.74038324790843
56.28949749428424,23.97897765656046,7.230073122661357,19.867198714896627,-44.110251944929765,19.467165,2.8836803,138.3111875958323
56.46524526083272,24.03867637774549,7.295877939593721,19.8061014454413,-45.00296374339572,7.8336287,0.2657609,137.0636965529725
56.42643027295516,24.06962465070194,7.456083562366619,18.6225088774893,-45.332163822789326,18.861753,3.2648067,134.11866855239379
56.43373928124347,24.073923595288683,7.32594365757548,19.954843057789002,-43.35273923240335,13.691072,1.8298388,136.50118629644905
56.34039171856011,24.54350590311485,7.342700786360437,19.75073677504067,-44.3592580791877,16.209143,2.7984066,136.18967040813752
