# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Sat Aug  2 00:09:43 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 7.97772 0.0900000036 1.0816895926    0.090 -2.739  3.4017  4.690    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.5e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.617 13.665 16.428 12.189
0.0152 0.01508 7.97772 0.0959441885 1.1363049667    0.096 -2.691  3.4082  4.696    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.76e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.498 13.545 16.310 12.069
0.0152 0.01508 7.97772 0.1000000015 1.1711064122    0.100 -2.658  3.4128  4.699    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.416 13.463 16.229 11.987
0.0152 0.01508 7.97772 0.1045240238 1.2078229527    0.104 -2.627  3.4169  4.703    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.13e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.337 13.370 16.119 11.897
0.0152 0.01508 7.97772 0.1154877916 1.2888288818    0.115 -2.552  3.4268  4.711    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.63e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.150 13.059 15.651 11.615
0.0152 0.01508 7.97772 0.1200000122 1.3193155232    0.120 -2.522  3.4309  4.715    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.84e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.076 12.926 15.443 11.495
0.0152 0.01508 7.97772 0.1263359487 1.3596955498    0.126 -2.488  3.4349  4.719    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.08e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.990 12.787 15.242 11.369
0.0152 0.01508 7.97772 0.1400000006 1.4384526719    0.140 -2.416  3.4432  4.725    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.66e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.811 12.502 14.828 11.108
0.0152 0.01508 7.97772 0.1551572233 1.5148926140    0.155 -2.345  3.4515  4.732    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.28e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.633 12.219 14.418 10.852
0.0152 0.01508 7.97772 0.1599999964 1.5372931554    0.160 -2.324  3.4540  4.734    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.48e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.580 12.135 14.294 10.776
0.0152 0.01508 7.97772 0.1679338962 1.5721501511    0.168 -2.292  3.4577  4.737    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.79e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.499 12.007 14.109 10.661
0.0152 0.01508 7.97772 0.2000000030 1.6938790862    0.200 -2.171  3.4709  4.746    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.13e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.198 11.555 13.469 10.250
0.0152 0.01508 7.97772 0.2500000000 1.8403257998    0.250 -2.021  3.4863  4.754    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.823 11.012 12.721 9.760
0.0152 0.01508 7.97772 0.3000000119 1.9529139769    0.300 -1.898  3.4980  4.757    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.515 10.594 12.171 9.379
0.0152 0.01508 7.97772 0.3500000238 2.0434175133    0.350 -1.785  3.5081  4.751    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.232 10.226 11.706 9.041
0.0152 0.01508 7.97772 0.4000000358 2.1185024810    0.400 -1.672  3.5187  4.739    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.951 9.864 11.250 8.710
0.0152 0.01508 7.97772 0.4500000477 2.1822809714    0.450 -1.553  3.5304  4.717    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.32e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.652 9.482 10.775 8.362
0.0152 0.01508 7.97772 0.5000000000 2.2374541529    0.500 -1.422  3.5455  4.693    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.04e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.324 9.056 10.244 7.978
0.0152 0.01508 7.97772 0.5136583447 2.2511045677    0.514 -1.377  3.5516  4.684    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.36e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.718e-03 -1.000 1.527e-02 8.212 8.906 10.055 7.845
0.0152 0.01508 7.97772 0.5500000119 2.2836582633    0.550 -1.249  3.5701  4.660    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.46e-15      0.00 7.092e-01 2.755e-01 2.745e-03 7.406e-04 6.717e-03 -1.000 1.527e-02 7.893 8.470 9.502 7.465
